AÑO,TRIMESTRE,PROVEEDOR,INGRESOS
2022,3,GLOBALNET I.S.P. SAS,48046058
2022,3,VIBO COMUNICACIONES S.A.S,5622000
2022,3,TUFIBRA GRUPO EMPRESARIAL S.A.S.,20000000
2022,3,TIKNETWORKS SAS,49894397
2022,3,CLIK TELECOMUNICACIONES SAS,13910000
2022,3,SMARTTOWN SAS,49533100
2022,3,CABLE Y TV  YOPAL S.A.S. INTERNET INALAMBRICO,1041044973
2022,1,FIDELITY NETWORKS S.A.S,321322858
2022,3,EASYNET GROUP S.A.S,93864101
2022,3,INTERMEGAMUNDO PARTNERS SAS,164349492
2022,3,NARENET S.A.S ZOMAC,30098194
2022,3,NETTWINS S.A.S.,18604779
2022,3,GLOB@L SYSTEM WI FI,42933690
2022,3,ASOCIACION DE COPROPIETARIOS DE TELEVISION COMUNITARIA DE LA UNION - VALLE UNITV,72584050
2022,3,WIRELESS COMMUNICATIONS COLOMBIA S.A.S. - WIRLCOMM S.A.S.,134344872
2022,3,S3 SIMPLE SMART SPEEDY S.A.S.,1117863191
2022,3,RIONET.CO S.A.S,21062940
2022,3,BANSAT S.A.,438711833
2022,3,AULAS DIGITALES DE COLOMBIA LTDA,2302487051
2022,3,GRCOM.NET S.A.S,31918000
2022,3,ZAFIRO TELECOMUNICACIONES SAS,15139437
2022,3,TELECOMUNICACIONES FACILRED FJM S.A.S. ZOMAC,206409000
2023,2,TELEPUEBLORRICO S.A.S.,71002582
2022,3,ASOCIACION TELEVISION DE SUPIA CALDAS,165955422
2022,3,SOLUCIONES DIGITALES.COM S.A.S,31090000
2022,3,HOLANET TELECOMUNICACIONES S.A.S,31252400
2022,3,PITEL ALTA VELOCIDAD SAS ZOMAC,8382031
2022,3,GAME INC,90568032
2022,1,FIBERNET ISP ZOMAC SAS,70715000
2022,3,AZIMUTH CORP S.A.S,184666282
2022,3,WISP TELECOMUNICACIONES SAS,441753533
2022,3,PCNET.COM S.A.S,202912570
2022,3,TECNOSERVICOM S.A.S.,201808269
2022,3,INVERSIONES JALMAR S.A.S,1061499
2022,3,HISPASAT S.A. SUCURSAL COLOMBIA,599745889
2022,3,CONNECTION TELECOMUNICACIONES ISP S.A.S,151078969
2022,3,LAN REDES S.A.S,61790000
2022,3,EVERNET S.A.S.,1405606773
2022,3,T&T TECNOLOGIAS S.A.S ZOMAC,46658412
2022,3,CABLE EXITO SAS,2195162817
2022,3,NAVEGA COMUNICACIONES SAS,220911817
2020,3,FIDELITY NETWORKS S.A.S,210921420
2022,3,AJ GLOBAL PROYECTOS NET S.A.S.,190506710
2022,3,WIFI ALTERNATIVO VALLE S.A.S,50559383
2022,3,DIGICOMS SAS,133692000
2022,3,BHB WISP INVERSIONES S.A.S,5439453
2022,3,KABLE NET J & J S.A.S.,28186117
2022,3,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,101250000
2022,3,BITOL S.A.S,440908677
2022,3,LIBRE TECNOLOGIA SAS,65057340
2022,3,COLOMBIACOM SAS,8382625
2022,3,TELECOMUNICACIONES E INTERNET DE COLOMBIA SAS,78891136
2022,3,JECBSOLUTIONS SAS,43669000
2022,3,WIFFITEL TELECOMUNICACIONES SAS,24770000
2022,3,FIBRANETPLUS S.A.S.,236239984
2022,3,ACERONETTV SOCIEDAD POR ACCIONES SIMPLIFICADA,66114910
2022,3,RED DIGITAL TELECOMUNICACIONES S.A.S.,110420850
2022,3,GMARTEL SOLUCIONES INTEGRALES Y TELECOMUNICACIONES S.A.S,116765948
2021,4,LINFON S.A.S,118659208
2022,3,SOTO NORTE DIGITAL S.A.S ZOMAC,42463529
2022,3,INTEGRADOS S&S.NET SAS,487134970
2022,3,COMUNICACION Y TECNOLOGIA SAS,27507143
2022,3,MEGARED DE COLOMBIA SAS,100976440
2022,3,GUACATEL SAS,14305000
2022,3,SOLUCIONES TECNICAS INTEGRALES EN TELECOMUNICACIONES S.A.S.,1468000
2022,3,COMSISTELCO S.A.S.,618507809
2022,3,GRUPO PLUS INGENIER�A S A S,4134454
2022,3,INVERSIONES BEDOYA RAMIREZ S.A.S.,13547389
2022,3,TECNOLOGIA EN COMUNICACIONES J & M S A S,3540000
2022,3,G&C REDES S.A.S,82143502
2022,3,RACOM S.A.S. REDES Y ASESORIAS EN COMUNICACIONES,90249194
2021,3,PLANET TELECOM COLOMBIA S.A.S.,360387419
2022,3,ASOCIACI�N COMUNITARIA ALFATV,7290000
2022,3,KONECTATE WISP S.A.S,56701663
2022,3,DM SOLUCIONES TELEMATICAS S.A.S,53251950
2022,3,FUTURE SOLUTIONS DEVELOPMENT S.A.S.,1451687265
2022,3,UNIMOS EMPRESA MINICIPAL DE TELECOMUNICACIONES DE IPIALES S.A. E.S.P.,351006490
2022,3,ASOCIACION  DE COPROPIETARIOS  DE LA ANTENA PARABOLICA  DE SAN GIL- ASOPARSA TELESANGIL,96527430
2022,3,TVCABLE EL VERGEL S.A.S.,201213000
2022,3,EASY NETWORKS S.A.S,24926700
2022,3,CORPORACI�N TELE CARIBE,10240000
2022,3,HARD SYSTEM TELECOMUNICACIONES S.A.S,28288778
2022,3,TERANET DE COLOMBIA S.A.S,99840971
2022,3,CABLELINEA S.A.S.,450164640
2022,3,GROUP TELECOMUNICACIONES P&C SAS,383388678
2022,3,MEDIA COMMERCE PARTNERS S.A.,16030779011
2022,3,STC COMUNICACIONES S. A. S.,2733600
2023,2,RED-INALSOLUCIONES SAS,97642805
2022,3,OPTIMO NET SAS,59468089
2022,3,COLUMBUS NETWORKS DE COLOMBIA LTDA,60947156413
2022,3,INVERSIONES GERIOS S.A.S.,178968170
2022,3,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,84642398
2022,3,INTERLOOP S.A.S,59059409
2022,3,DRG-SOLUCIONES SAS,27715000
2022,3,ENTRE RED CONECTANDO EXPERIENCIAS S.A.S,84157259
2022,3,CF INGENIEROS S.A.S,75567658
2022,3,GLOBENET CABOS SUBMARINOS COLOMBIA S.A.S.,1947888638
2022,3,PUNTO-WAN S.A.S.,5986000
2022,3,INTER T.V. S.A.S,426122981
2022,3,OCCITEL TELECOMUNICACIONES SAS,49244581
2022,3,SEPCOM COMUNICACIONES SAS,211904000
2022,3,CONECTATE CALI S.A.S,17875000
2022,3,MEGACABLE TELECOMUNICACIONES S.A.S,102245000
2022,3,TELENET DIGITAL S.A.S.,126315263
2022,3,ACTIVATE.WEB S.A.S,48570000
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,201494588065
2022,3,SM@RT NETWORK S.A.S.,69641670
2021,4,PLANET TELECOM COLOMBIA S.A.S.,643561156
2022,3,ESPACIOS Y REDES SAS,145194000
2022,3,MAS NET S.A.S,246201000
2022,3,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,58147362
2022,3,CABLE NET CUCUTA SAS,139256114
2022,3,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",1071840071
2022,3,SERTELCON S.A.S.,30300079
2022,3,SANJUL.NET SAS,3730000
2022,3,ELECTRONICA Y TELECOMUNICACIONES DE COLOMBIA S. A. S. - ETELCO S. A. S.,89486716
2022,3,LINK TELECOMUNICACIONES S.A.S,835000
2022,3,IDB FIBRA S.A.S,61581000
2022,3,REALTIC SOLUTION S.A.S.,62528969
2022,3,NET&COM LTDA.,50944528
2022,3,PLANET TELECOM COLOMBIA S.A.S.,190200000
2022,3,INALREDES SAS,255925000
2022,3,CONEXION DIGITAL EXPRESS SAS,3273760761
2022,3,TV INTERR COMUNICACIONES S.A.S.,10350000
2022,2,COMUNICACIONES WIFI COLOMBIA S.A.S.,218434931
2022,3,CABLE NAR S.A.S.,6510000
2022,3,K & L COMUNICACIONES HATO S.A.S,95908000
2022,3,MERCANET SAS,329311905
2020,3,MACRODESK COMUNICACIONES S.A.S,76321577
2022,3,CABLE NET UNIVERSAT S.A.S,115545638
2022,3,CABLE GUAJIRA LTDA,56793161
2022,1,MACRODESK COMUNICACIONES S.A.S,104660153
2021,2,MACRODESK COMUNICACIONES S.A.S,123049561
2022,3,TELCOBRAS S.A.S.,64000366
2022,3,COMUNICACIONES REDES Y ENLACES SAS,649901837
2022,3,RADIONET SOLUCIONES S.A.,98775860
2022,3,CONECTANDO FRONTERAS S.A.S,184751000
2022,3,FIBERNET TV S.A.S,641935843
2020,4,INTERNET ZAPATOCA SAS,7625000
2022,3,SERVISYSTEN SAS,420911720
2022,3,S.A TELECOMUNICACIONES FINET S.A.S.,2050000
2022,3,ALFA RED ENERGIA Y TELECOMUNICACIONES SAS,8102940
2022,3,NET2COM SAS,169169000
2022,3,ATLAS NETWORK SAS,4415920
2022,3,INTERCOL WISP S.A.S.,270172003
2022,3,COMUNICACIONES JERV SAS,3550000
2022,3,TELECOMUNICACIONES RYV SAS,14987934
2022,1,REDESBOL.TV SAS,31340000
2022,3,NETBYTE SAS,24820274
2022,3,INFRATEL COMUNICACIONES SAS,94877358
2022,3,COMUNICACIONES ESTELARES DE COLOMBIA  S.A.S.,94220220
2022,3,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,87951206
2022,2,SIMPLE COMUNICACIONES SAS,447782686
2022,3,MILLENNIALS NETWORK S.A.S.,33620000
2022,3,CONECTA COMUNICACIONES SAS,68324871
2022,3,CABLE CAUCA COMUNICACIONES SA,884332425
2022,3,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,6783981
2022,3,E-GPON TELECOMUNICACIONES S.A.S.,30513000
2022,3,FIBERTEC CONEXION S.A.S,95895000
2022,3,ACERDI SOLUCIONES INTELIGENTE S.A.S,107757138
2022,3,INFRACOM INFRAESTRUCTURA EN TELECOMUNICACIONES S.A.S,97249693
2022,3,NETWORK-TICS SAS,18000000
2022,3,DIGITAL HOLDINGS SAS,2171000
2022,3,POWERLINK TELECOMUNICACIONES S.A.S,5205000
2022,3,FIBER NET COMUNICACI�N SUPERIOR S.A.S,36960000
2022,3,CLICK-CONECTIVIDAD SIN FRONTERAS S.A.S,152868966
2022,3,NAVEGAMAS TELECOMUNICACIONES S.A.S.,26629685
2022,3,COMPUSEB SOLUTIONS SAS,108479983
2022,3,L@TINNETWORK SAS,87215333
2022,3,RED DE INGENIER�A SAS - INRED,699146000
2022,3,OSPIREDES S.A.S,82283500
2022,3,ANDYNET COMUNICACIONES SAS,78820760
2022,3,LIBRE COMUNICACIONES SAS,516695000
2022,3,THE SPRING SOLUTIONS S.A.S,14737059
2022,3,REDES INTERACTIVAS GROUP SAS,274372517
2022,3,UNICABLE H.D. SAS,500226241
2022,3,SERVICTEK S.A.S,9260000
2022,3,PALSOTEL.NET S.A.S,5400000
2022,3,REDECONES DE OCCIDENTE S.A.S.,9007000
2022,3,TUSMEGAS S.A.S.,9542000
2022,3,CALLTOPBX S.A.S.,234561283
2022,3,TECNISOLUCIONES DENAR SAS,93900258
2022,3,VPN INGENIER�A EN TELECOMUNICACIONES S.A.S.,397514450
2022,3,DI. REDES Y COMUNICACIONES S.A.S,29109302
2022,3,COLOMBIA NET DE OCCIDENTE S.A.S.,229024000
2022,3,REDNET GROUP S.A.S,317140465
2022,3,FAST NET COMUNICACIONES ISP SAS,91494000
2022,3,REDES COMUNICACIONES & SERVICIOS NC SAS,26737610
2022,3,TELNEX S.A.S,3483000
2022,3,VALLE TELECOMUNICACIONES SAS,315413782
2022,3,GRAFENO COMUNICACIONES S.A.S.,24969000
2022,3,EXPRES SISTEMAS COMUNICACIONES SAS,5507058
2022,3,FENIX SOLUTION WIRELESS S.A.S.,10275433
2022,3,COTV@S TELECOMUNICACIONES S.A.S,11099454
2022,3,ORIENTE M�O TELECOMUNICACIONES S.A.S ZOMAC,129539278
2022,3,COMUNICACIONES S & H FIBER LINK S.A.S.,67815399
2022,3,REDES Y TELECOMUNICACIONES INGENIER�A SAS,54579488
2022,3,TELEWEBCOLOMBIA S. A. S.,95534109
2022,3,NOVARED T&S SAS,35872250
2022,2,INFRAESTRUCTURA Y SERVICIOS DE COLOMBIA SAS,95088400
2022,3,ASOCIACI�N ANTENA PARAB�LICA DEL SOCORRO,196083001
2022,3,VOZCOTEL S.A.S,5450000
2022,3,NEIA SAS,69038477
2021,3,FIDELITY NETWORKS S.A.S,283221799
2022,3,STREAMFAST S.A.S.,5650000
2021,4,INTERNET ZAPATOCA SAS,20827860
2022,2,INVERSIONES SANTARA S.A.S,129621850
2022,2,PROMOTORA DE TELEVISION. INTERNET Y COMUNICACIONES SAS,430556112
2022,3,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,12430000
2022,3,NAPTEL S.A.S,1988199
2022,2,SERVIRED 3D SAS,143732100
2022,3,ID INTEGRACION DIGITAL SAS,163245780
2022,3,INFINITICS S.A.S.,555000
2022,3,ARNO PRODUCCIONES S.A.S,213578166
2022,3,TCKOMPU S.A.S.,63193502
2022,2,METRONET COLOMBIA SAS,55982843
2022,3,PLEXTEL COMUNICACIONES SAS,86435077
2022,3,GLOBAL PLAY SAS,269043938
2022,3,FAMILY NETWORK S.A.S,205000
2022,3,INTERCONETXIONES FTTH S.A.S,87332000
2022,3,SUMERTEL COMUNICACIONES S.A.S.,51138562
2022,3,PRODITEL SAS,64008126
2022,3,ACCESS DIGITAL S.A.S,274639803
2022,3,INTERNETRURAL DEL VALLE S.A.S,17514761
2022,3,GTD COLOMBIA S.A.S.,3747345077
2022,3,BITS PLAY S.A.S.,47795246
2022,3,NEXT CONNECTION S.A.S,5910000
2022,3,MEDIACAST BROADBAND SAS,57339000
2022,3,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,118680000
2022,3,INVERSIONES Y COMUNICACIONES R.M. SAS,207687000
2022,3,JHON JAIRO MESA MESA E INGENIEROS ASOCIADOS SAS  JJMMELECTRONICS S.A.S.,254654000
2022,3,SISTEMAS Y TELECOMUNICACIONES DEL CARIBE S.A.S,795867935
2021,4,SIMPLE COMUNICACIONES SAS,1064894581
2023,2,CONECTA EN LINEA CON TUS REDES S.A.S,60253600
2022,3,MIKROTECK S.A.S.,49775133
2022,3,AZTECA COMUNICACIONES COLOMBIA S.A.S,37806942587
2022,3,ASOCIACION COMUNITARIA DE TELECOMUNICACIONES DE EL RETIRO,227579853
2022,3,HOSTDIME.COM.CO S.A.S.,14763125
2022,3,TV SANV SAS,2686162695
2022,3,INTERVID TELECOMUNICACIONES S.A.S.,7500000
2022,3,ASOCIACION CONCEPCION TELECOMUNICACIONES,35860563
2022,3,CSSI TELECOMUNICACIONES SAS,68212920
2022,3,SERVICIOS INTEGRALES TELECOMUNICACIONES SAS,22720500
2022,3,MACRODESK COMUNICACIONES S.A.S,78278698
2022,2,TECNOSERVICOM S.A.S.,208280386
2022,3,INTERNEXT COLOMBIA SAS,155634093
2022,3,GB NET TV SAS,184601497
2022,3,WANBRIDGE SAS,149335464
2022,3,EDATEL S.A.,24882591453
2022,3,EUTA ZOMAC S.A.S,11622350
2022,3,CANO&CANOS S.A.S,17082350
2022,3,ALIANZA SERVICIOS TECNOLOGICOS SAS,60328000
2022,3,CABLETAME S A S,1030925858
2022,3,ASOCIACION ANTENA PARABOLICA COMUNITARIA DEL MUNICIPIO DE COCORNA ANTEPACO,73281700
2021,3,LINFON S.A.S,106414411
2022,1,INTERCOL WISP S.A.S.,238793910
2022,3,HUGHES DE COLOMBIA S.A.S.,20125122388
2022,3,MEDIATEL TELECOMUNICACIONES SAS,21389630
2022,3,RED UNO S.A,46598461
2022,3,MIRAVISION S.A.S,306448017
2022,3,CIBER-NET-ALIDAD SAS,51060546
2022,3,GLOBALNET INGENIERIA SAS,145970000
2022,3,Proveedor de Telecomunicaciones SAS,246294481
2022,3,SISTEMAS COMPUTARIZADOS DEL HUILA S.A.S.,125344602
2022,3,COLTEG COMUNICACIONES S.A.S,16145000
2022,3,MARTZFIBRA S.A.S,20295000
2022,3,TELECOMUNICACIONES TECNOPUNTO S.A.S. ZOMAC,9177981
2022,2,FIBERNET ISP ZOMAC SAS,64125000
2022,3,SERVICOSTA.NET S.A.S,0
2022,3,SP SISTEMAS PALACIOS LTDA.,3031455427
2022,3,WISP INTEGRADORES S.A.S,132989762
2022,3,UNICOM S.A.S.,31686639
2022,3,INTERNET ZAPATOCA SAS,26100000
2022,3,MAZ COM S.A.S,30015000
2022,3,GESTIONAR COMUNICACIONES S.A.S.,61428000
2022,3,WISPER COMUNICACIONES S.A.S.,121128479
2022,3,REDESMAS.NET S.A.S,84409000
2022,1,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,626221000
2022,3,INVERSIONES ZULUAGA SEJIN S.A.S.,609907451
2022,3,CONECTATE COMUNICACIONES DEL PACIFICO S.A.S,72680796
2022,3,INTESOGAMOSO COMUNICACIONES S.A.S,188481548
2022,3,ITELKOM S.A.S.,1209906969
2022,3,SYK SOLUCIONES SAS,141143277
2022,3,SYSTEMS AND COMMUNICATIONS S.A.S. - SYSCOM TECNOLOGIA S.A.S.,583292744
2022,3,GEDCOM S.A.S,58546645
2022,3,TUCABLE S.A.S.,1026051298
2022,3,BITCOM ISP S.A.S,6537274
2021,2,FIDELITY NETWORKS S.A.S,252729665
2022,3,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,81137352
2022,3,HS NETWORKS SAS,680861237
2022,3,ON-LINE INGENIERIA S.A.S,49265913
2022,3,JHS INTERNET S.A.S,142978000
2022,3,SINERGY SOLUCIONES INTEGRALES S.A.S,1993939549
2022,3,DISTRICABLES LTDA,55157960
2022,3,PLUSNET SOLUCIONES TECNOLOGICAS S.A.S.,6546719
2022,3,ZumaComunicacionesdeColombiaSA,635575223
2022,3,INGENIERIA GPON TV S.A.S,86863000
2022,2,FIDELITY NETWORKS S.A.S,339653406
2022,3,SUPERACTIVA S.A.S.,117144369
2022,3,INTERED COLOMBIA S.A.S,98467000
2022,3,SINERGIA SOLUTIONS S.A.S.,145908000
2022,3,WIRETEL S.A.S.,129216129
2022,3,GARDEN TECHNOLOGY SAS,1269108569
2022,3,TIVIT COLOMBIA DC TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,45221902
2022,3,KERUV TELECOMUNICACIONES S.A.S,137207891
2022,3,MUNDO + S.A.S,431421831
2022,3,INTERNET Y TELEVISI�N DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,205825523
2022,3,SUSETELCO S.A.S,185393905
2022,3,WINETS S.A.S.,81955601
2022,3,BLU TELECOMUNICACIONES S.A.S.,71584000
2022,3,CONECTTIC S A S,583110613
2022,3,SERVICIOS INTEGRALES TC S.A.S,13984800
2022,3,VERIZON COLOMBIA S.A. - VERIZON BUSINESS,95990157
2022,3,SUNNOVA SAS,116250025
2022,3,TECNO MELCON SAS,59952752
2022,3,COMPUNETWORK RENTING S.A.S,65912859
2022,3,INFINITELCOM SOLUCIONES S.A.S,77022689
2022,3,WIFIMAX NETWORK S.A.S,24745873
2022,3,LEOWISP SAS,12645000
2022,3,BT COLOMBIA LTDA.,262038660
2022,3,CONEXION R&G S.A.S.,110072796
2022,3,WIFAO COLOMBIA S.A.S.,99826476
2022,3,CONNECT TELECOMUNICACIONES SAS,210670187
2022,3,ASOCIACION CIVICA ANTENA PARABOLICA AGUADAS,114777250
2022,3,ENLACES.NET.HUILA SAS,19254205
2022,3,WIR TECNOLOGIA SAS,151920000
2022,3,PUNTONET COMUNICACIONES SAS,77166329
2022,3,C&C WIFI SAS,81850000
2022,3,NETSLINK S.A.S,22462352
2022,3,TUNET-WORK S.A.S.,250463205
2022,3,GALANET TELECOMUNICACIONES S.A.S.,3350000
2021,4,MACRODESK COMUNICACIONES S.A.S,104660153
2022,3,AJFIBER.NET S.A.S.,102314218
2022,3,CODISERT S.A.,3677927237
2023,2,DIASCON INGENIERIA S.A.S,51361339
2022,3,INFORMACION Y TECNOLOGIA S.A.,21312000
2022,3,ENIGMA IMCT SAS,232270277
2022,3,VITEL COMUNICACIONES NET SAS,172190714
2022,3,SUPER FIBRAS DEL VALLE S.A.S,958700
2022,3,ANTELNET COMUNICACIONES S.A.S.,34085000
2022,3,GLOBAL DE SERVICIOS COMPANY S.A.S,5461990
2022,3,HIZ TELECOMUNICACIONES S.A.S,475811951
2022,3,ASOCIACION SAMANIEGUENSE DE TELEVISION POR CABLE ASOTVCABLE,68350000
2022,3,CONEXION WISP S.A.S,28937300
2022,3,GPON TECHNOLOGY S.A.S,13150000
2022,3,SOPORTEC SOCIEDAD POR ACCIONES SIMPLIFICADA,960084
2022,3,FIVE BROTHERS S.A.S,13910000
2022,3,FX ONLINE S.A.S,13855336
2022,3,H V TELEVISION S.A.S.,21761395532
2022,3,MORA COMUNICACIONES SAS,934454
2022,3,L.C COMUNICACIONES E U,96537412
2022,2,PLANET TELECOM COLOMBIA S.A.S.,203517127
2022,3,BITELEC S.A.S,403600
2022,3,ORION COMUNICACIONES CHOACHI SAS,102529194
2022,3,COLOMBIA TELECONET S A S,1370827293
2022,3,INTERCOM COLOMBIA LTDA,101850082
2022,3,CABLE SAS,319808000
2022,3,INTERGALAXIA SOCIEDAD POR ACCIONES SIMPLIFICADA,33690628
2022,3,ASOCIACION COMUNITARIA PARABOLICA GRANADA,187235410
2022,3,TELECOMUNICACIONES ARGENTINA SAS,55449468
2022,1,PLANET TELECOM COLOMBIA S.A.S.,201009065
2022,3,REDES DIGITALES SAN CARLOS SAS,102330100
2022,3,CONECTIC TELECOMUNICACIONES S.A.S,761327575
2022,1,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,47080825
2022,3,GENESIS DATA LTDA,104824906
2022,3,INTEGRA MULTISOLUTIONS S.A.S.,4716819924
2022,3,INGENIERIA E INFORMATICA EMPRESA ASOCIATIVA DE TRABAJO,19910400
2022,3,NEWLINE NETWORK DE COLOMBIA S.A.S,7995823
2022,3,SERVICIOS TECNOLOGICOS ICOMREDES S.A.S,73194912
2022,3,CABLETRONICS SAS,3405500
2022,3,SKY SOLUCIONES TECNOL�GICAS S.A.S,19608652
2022,3,SUPER WOW COLOMBIA S.A.S.,495263356
2022,3,SISTCO SISTEMAS Y COMUNICACIONES SAS,42119000
2022,3,FIBERCOM TV S.A.S,136641246
2022,3,MV COMUNICACIONES DEL VALLE S.A.S,4586000
2022,3,B GROUP INGENIERIA S.A.S,180230433
2022,3,ELEMEING S.A.S,139888109
2022,3,S&E INVERSIONES SAS,24216300
2022,3,FABRIMETAL ARROYAVE S.A.S.,186546829
2022,3,KIRA ISP S.A.S.,140055821
2022,3,URBAN COMUNICACIONES S.A.S,7962999
2022,3,RURALINK S.A.S,3112214965
2022,3,EDCOM TELECOMUNICACIONES S.A.S.,137547000
2022,3,INTERMAX TELECOMUNICACIONES S.A.S,129051073
2022,3,TV MOJANA S.A.S,148760480
2022,3,CON�CTATE TELECOMUNICACIONES S.A.S,36855000
2022,3,C A RADIOCOMUNICACIONES E U,9577750
2022,3,STARNET.NET S.A.S.,241444914
2022,3,POLINET TELECOMUNICACIONES COLOMBIA SAS,25549681
2022,3,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,89889188
2022,3,AUFI S.A.S,5991597
2022,3,SUPERFIBRAS COLOMBIA SAS,289046000
2022,3,COMPA�IA DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S.,55015147
2022,3,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,168318923
2022,3,GARAING S.A.S.,17718265
2022,3,SOL CABLE VISION S. A. S. - E. S. P.,888632759
2022,3,BOR - CONEXIONES S A S,94903000
2022,3,REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S,179252000
2022,2,CABLE EXITO SAS,2219778141
2022,3,AXESAT S.A.,3781902402
2022,3,COSMONET COMUNICACIONES COLOMBIA S.A.S.,74941311
2022,3,CAFENET COMUNICACIONES S.A. CAFENET S.A.,73271783
2022,3,TELECOMUNICACIONES FACILRED S.A.S.,206409000
2022,3,OSMAS TV S.A.S,160098596
2022,3,TPE COMUNICACIONES COLOMBIA SAS,1265616033
2022,3,MEGASTORE GROUP TELECOMUNICACIONES SAS,28537327
2022,3,IPSEL S.A.S.,29517470
2022,3,TELCAD DIGITAL TV COMUNICACIONES SAS,32442500
2022,3,FRONTLINE SOLUCIONES S.A.S,13293701
2022,3,TECH SYSTEM PLUS TELECOMUNICACIONES SAS,95566088
2022,3,TELEPUEBLORRICO S.A.S.,34170000
2022,3,AYSATEC TELECOMUNICACIONES S.A.S.,696592833
2022,3,PLANETA PUNTOCOM SAS,22558083
2022,3,LA RED.G TELECOMUNICACIONES S.A.S,24127200
2022,3,CELSIA COLOMBIA S.A. E.S.P.,4242781480
2022,1,INFRAESTRUCTURA Y SERVICIOS DE COLOMBIA SAS,92925000
2022,3,COLOMBIA MAS TV SAS,4776223979
2022,3,ANTNET COMUNICACIONES S.A.S.,91593000
2022,3,CAQUEZA TV Y TELECOMUNICACIONES SAS,49893572
2022,3,CISNEROS TELECOMUNICACIONES S.A.S,35651113
2022,3,WIRELESS COLOMBIA S.A.S.,560399557
2022,3,RED-INALSOLUCIONES SAS,82707000
2022,3,RM TELECOMUNICACIONES MOMPOS S.A.S,22700576
2022,3,FIBRANET SAS,83849000
2022,3,BARULE TELECOMUNICACIONES S.A.S.,47627000
2022,3,CORPORACION ANTENA PARABOLICA VECINOS DE LOS BARRIOS FRANCISCO ANTONIO ZEA Y AL,13670600
2022,3,WINS SOLUCIONES SAS,9190000
2022,3,SERKOI SERVICIOS DE CONECTIVIDAD INALAMBRICA SAS,244048446
2022,3,MEDIAWIRE TELECOMUNICACIONES S.A.S,193849307
2022,3,CORPORACION ANTENA PARABOLICA GALAXIA EL PE�OL,284693566
2022,3,IFX NETWORKS COLOMBIA S.A.S.,18290754887
2022,3,COMUNICACION CELULAR S A COMCEL S A,420222080840
2022,3,SOTO RED S.A.S.,75148620
2022,3,CONECTA2 COLOMBIA S.A.S.,19112100
2022,3,ISATEL TELECOMUNICACIONES S.A.S.,1561680
2022,3,SERVISKYNET TELECOMUNICACIONES S.A.S.,13972651
2022,3,INTER FIBRA SAS E.S.P.,159795732
2022,3,AUMRED SAS,5540400
2022,3,SERVICIOS INFORMATICOS DEL CHOCO SAS,294461000
2022,3,SERVIRED COMUNICACIONES S.A.S,42096203
2022,3,HIGHTECH INGENIERIA Y TRANSPORTE,104716160
2022,3,INGENIANET SAS,5540000
2022,3,UBIPREL S.A.S,222569352
2022,3,ATENEA TELECOMUNICACIONES S.A.S.,1238612377
2022,3,APT TELECOMUNICACIONES,77418500
2021,2,SOCIEDAD GOMEZ TORRES Y ALVAREZ ARENAS COMPA�IA LIMITADA,163122587
2022,3,CORPORACION ANTENA PARABOLICA DE GUATAPE CORPAGUA,141485537
2022,3,UFICOL SAS,279486500
2022,3,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,108250000
2022,3,CORPORACION DE COPROPIETARIOS DE LA SE�AL PARABOLICA DE ABEJORRAL COSPABE,66696300
2022,3,LOGISTICA INTEGRAL SATELITAL S.A.S.,599316621
2022,3,CABLE NET S.A.S.,697221218
2022,3,CORPORACION ANTENA PARABOLICA QUINCHIA,23620262
2022,3,SELTIC S.A.S.,51361825
2022,3,TELFLY S.A.S,19862312
2022,3,ASOCIACION DE TELEVIDENTES DE GUACHETA,35401100
2021,2,INTERNET ZAPATOCA SAS,15980000
2022,3,WIFINET TELECOMUNICACIONES S.A.S,41063365
2022,3,RIONEGRO TELECOMUNICACIONES S.A.S.,26629685
2022,3,ISP FIBRA NET S.A.S.,17007732
2022,3,TV ZONA BANANERA S.A.S,44713000
